scale,1.05,,scale,1.04,,scale,1.03,,scale,1.02,,scale,1.01,,scale,0.99,,scale,0.98,,scale,0.97,,scale,0.96,,scale,0.95,
,B,-0.012471064829154865,,B,-0.012471790669956335,,B,-0.012472516737313243,,B,-0.01247324310749844,,B,-0.012473969242780287,,B,-0.012475422164626482,,B,-0.01247614829337714,,B,-0.012476874734036806,,B,-0.01247760139622994,,B,-0.012478328126708358
,B_2,-0.009911548601957856,,B_2,-0.009913594090131787,,B_2,-0.009915640364648117,,B_2,-0.00991768757690395,,B_2,-0.009919735557582124,,B_2,-0.009923833858351307,,B_2,-0.009925884061106137,,B_2,-0.00992793563673874,,B_2,-0.009929987591087886,,B_2,-0.009932040571915813
,B_P1,0.6014019054681485,,B_P1,0.6038936240670583,,B_P1,0.6064301376528837,,B_P1,0.6089644645502811,,B_P1,0.6115153382715167,,B_P1,0.6167416637751635,,B_P1,0.6193220331456714,,B_P1,0.6219583586742462,,B_P1,0.6246115824807369,,B_P1,0.6272829726592043
,C_L,0.7461192577176681,,C_L,0.7542931359061531,,C_L,0.762644607401971,,C_L,0.7711079770382527,,C_L,0.7806354774911417,,C_L,0.7988243523780006,,C_L,0.8081830241363241,,C_L,0.8178148447298581,,C_L,0.8276445885049287,,C_L,0.8378178559730509
,N,-1.8770109167670634,,N,-1.8923710126763842,,N,-1.9079118020507841,,N,-1.9236815893933727,,N,-1.9396733726319888,,N,-1.9722423264217606,,N,-1.9889555347027146,,N,-2.0058504239091564,,N,-2.0229897892292574,,N,-2.0403843900684904
,N_fraca,0.004008664443205497,,N_fraca,0.004008649668104764,,N_fraca,0.004008634934089884,,N_fraca,0.004008620387114732,,N_fraca,0.0040086057502621095,,N_fraca,0.0040085756823678015,,N_fraca,0.004008560889962018,,N_fraca,0.0040085458503816415,,N_fraca,0.0040085309772873836,,N_fraca,0.004008516187536519
,N_fracc,0.12326692855193001,,N_fracc,0.12326265276555598,,N_fracc,0.12325668255557372,,N_fracc,0.12325391352706022,,N_fracc,0.12324961705943682,,N_fracc,0.12324104810856808,,N_fracc,0.12323667844993383,,N_fracc,0.12323227365692384,,N_fracc,0.12322892082678485,,N_fracc,0.12322403068815077
,a_11,0.03811639006639622,,a_11,0.038136394435802294,,a_11,0.038156423868613225,,a_11,0.03817647819688999,,a_11,0.03819655786099841,,a_11,0.038236792183145976,,a_11,0.03825694782450147,,a_11,0.038277128409649835,,a_11,0.03829733435467283,,a_11,0.03831756579919755
,a_12,0.001153657646254652,,a_12,0.0011536740387150096,,a_12,0.001153690188764905,,a_12,0.001153706626478719,,a_12,0.0011537231708801617,,a_12,0.0011537557558287035,,a_12,0.0011537716983560015,,a_12,0.0011537882466900171,,a_12,0.001153804635330409,,a_12,0.0011538209296410352
,a_16,0.0055126713504573014,,a_16,0.00551330414912044,,a_16,0.005513937100933887,,a_16,0.005514570140472284,,a_16,0.005515203490216151,,a_16,0.0055164710691968525,,a_16,0.005517104923228166,,a_16,0.0055177390446282054,,a_16,0.005518373642169793,,a_16,0.005519008444148553
,a_17,0.006282140726630071,,a_17,0.006282992096329703,,a_17,0.0062838437734941315,,a_17,0.006284695703651163,,a_17,0.006285548004838607,,a_17,0.006287253706878547,,a_17,0.006288107609263955,,a_17,0.006288961319265149,,a_17,0.0062898156606824235,,a_17,0.006290670144900582
,a_18,0.20949760083003027,,a_18,0.21041692402641854,,a_18,0.2113490808278784,,a_18,0.21229433896419359,,a_18,0.21325297480981859,,a_18,0.2152115171403118,,a_18,0.2162120148259159,,a_18,0.2172270711258048,,a_18,0.21825700207717608,,a_18,0.2193021333794398
,a_19,0.22309444704492332,,a_19,0.23317350640017398,,a_19,0.24346881539831622,,a_19,0.25399162936513947,,a_19,0.26478438242300445,,a_19,0.28711007180402476,,a_19,0.29862679411129767,,a_19,0.3104173612915589,,a_19,0.32245924782620883,,a_19,0.3347853369002825
,a_1a,-0.0009589759547098327,,a_1a,-0.0009589808080273799,,a_1a,-0.0009589853145417026,,a_1a,-0.0009589900365015141,,a_1a,-0.0009589949161569019,,a_1a,-0.0009590047410567488,,a_1a,-0.0009590089322867509,,a_1a,-0.0009590135713969053,,a_1a,-0.0009590184522779737,,a_1a,-0.0009590230303388394
,a_2,-1.2965843944225038e-06,,a_2,-1.2965840063624947e-06,,a_2,-1.2965848841172772e-06,,a_2,-1.2965852450361846e-06,,a_2,-1.2965808014025976e-06,,a_2,-1.2965814250704694e-06,,a_2,-1.2965816329597602e-06,,a_2,-1.2965626919355037e-06,,a_2,-1.2965673925433529e-06,,a_2,-1.2965702198377053e-06
,a_20,0.6675852540654443,,a_20,0.6675113997697044,,a_20,0.6674251510233474,,a_20,0.6673628750278716,,a_20,0.6672346009786181,,a_20,0.6670900713989956,,a_20,0.6669719542196555,,a_20,0.6668551985165366,,a_20,0.6667430289596321,,a_20,0.6666000909830033
,a_23,-0.02246981497200379,,a_23,-0.022473103083949536,,a_23,-0.02247639254041119,,a_23,-0.022479683055823353,,a_23,-0.022482974517016294,,a_23,-0.022489561518051468,,a_23,-0.022492855921163717,,a_23,-0.022496152007676826,,a_23,-0.022499449330897335,,a_23,-0.022502747562580187
,a_30,-2.25769390063111,,a_30,-2.2537652958550853,,a_30,-2.2494239103673883,,a_30,-2.2446893065382114,,a_30,-2.2395729525292003,,a_30,-2.2280439071881535,,a_30,-2.221760378341702,,a_30,-2.215082280390946,,a_30,-2.2080251690208326,,a_30,-2.2006057162129666
,a_31,-0.4192599554416527,,a_31,-0.4204051653878852,,a_31,-0.4215580876427115,,a_31,-0.4227188209104491,,a_31,-0.4238874645874895,,a_31,-0.42624889340550615,,a_31,-0.4274418877217588,,a_31,-0.42864321282453927,,a_31,-0.4298529627653623,,a_31,-0.43107128619084456
,a_32,-1.7142047757387073,,a_32,-1.7105472115775138,,a_32,-1.706746395028815,,a_32,-1.7028362749460177,,a_32,-1.6988116186361457,,a_32,-1.6903591978916952,,a_32,-1.6860370137908693,,a_32,-1.6815532171956893,,a_32,-1.6769993199841253,,a_32,-1.6723421870798951
,a_33,-0.49045785634200134,,a_33,-0.48988847050854595,,a_33,-0.48931922937074607,,a_33,-0.4887596918258593,,a_33,-0.48817784535320496,,a_33,-0.48700304437065123,,a_33,-0.4864212767835458,,a_33,-0.4858323125755655,,a_33,-0.4852592531272116,,a_33,-0.4846765785660431
,a_3a,-0.006347098477248673,,a_3a,-0.006347185576333718,,a_3a,-0.006347272674456697,,a_3a,-0.006347359630420937,,a_3a,-0.006347447132314004,,a_3a,-0.006347620628937429,,a_3a,-0.006347707772256118,,a_3a,-0.0063477949733218315,,a_3a,-0.0063478819424148585,,a_3a,-0.006347968941432393
,a_3a2,0.00010290217853945895,,a_3a2,0.00010290257485960257,,a_3a2,0.00010290272828189906,,a_3a2,0.00010290284249107808,,a_3a2,0.00010290320133397986,,a_3a2,0.00010290275541145148,,a_3a2,0.000102903319103263,,a_3a2,0.00010290357828923606,,a_3a2,0.00010290382577710552,,a_3a2,0.00010290389396565904
,a_3ac,-0.0010830809224344432,,a_3ac,-0.0010830812355971382,,a_3ac,-0.0010830815278346211,,a_3ac,-0.001083081783394081,,a_3ac,-0.001083081943694048,,a_3ac,-0.0010830825936945635,,a_3ac,-0.001083082830393845,,a_3ac,-0.0010830830616475819,,a_3ac,-0.0010830833480511717,,a_3ac,-0.0010830835869757348
,a_4a,-0.0002613762814039526,,a_4a,-0.00026137655942036443,,a_4a,-0.00026137719381618985,,a_4a,-0.0002613778478705463,,a_4a,-0.0002613780168672155,,a_4a,-0.0002613790461444175,,a_4a,-0.00026137927145309823,,a_4a,-0.00026137970105342994,,a_4a,-0.00026138008794261816,,a_4a,-0.0002613805439174599
,a_5a,-0.2784060377922339,,a_5a,-0.2789155831627394,,a_5a,-0.2794271153893558,,a_5a,-0.2799406473757073,,a_5a,-0.2804561978072212,,a_5a,-0.2814933344348649,,a_5a,-0.28201498012584336,,a_5a,-0.28253868721462577,,a_5a,-0.2830644680983304,,a_5a,-0.28359233629675407
,a_5b,-0.5348518516542891,,a_5b,-0.5367730419285676,,a_5b,-0.5387091086758687,,a_5b,-0.5406602372954697,,a_5b,-0.5426266211560837,,a_5b,-0.546605856355338,,a_5b,-0.5486191338180053,,a_5b,-0.5506484439422188,,a_5b,-0.552693992528939,,a_5b,-0.5547559882334151
,a_5c,-0.021778418158229167,,a_5c,-0.021781174328476198,,a_5c,-0.02178393101566363,,a_5c,-0.021786688314226036,,a_5c,-0.021789445832105864,,a_5c,-0.021794964603376217,,a_5c,-0.02179772442286768,,a_5c,-0.021800485292742883,,a_5c,-0.021803246642731186,,a_5c,-0.02180600872598717
,a_7,-0.2905643229535478,,a_7,-0.29100459582109933,,a_7,-0.29144608441262543,,a_7,-0.2918887931650865,,a_7,-0.2923327265379502,,a_7,-0.29322428728895994,,a_7,-0.2936719238168765,,a_7,-0.29412079590666335,,a_7,-0.2945709273281393,,a_7,-0.29502231026977765
,a_8,-1.133754629401152e-06,,a_8,-1.1337263989016917e-06,,a_8,-1.1335825120827474e-06,,a_8,-1.1338048901019802e-06,,a_8,-1.133809532962804e-06,,a_8,-1.1335729203018665e-06,,a_8,-1.1337423500737195e-06,,a_8,-1.1337332375931475e-06,,a_8,-1.133872263556248e-06,,a_8,-1.1337034539874451e-06
,a_P1,0.4779288879637662,,a_P1,0.4796849326428345,,a_P1,0.4814471775673833,,a_P1,0.48323239840657184,,a_P1,0.4850293825632617,,a_P1,0.48867860601712765,,a_P1,0.49051671109672,,a_P1,0.4923503449703399,,a_P1,0.49420811943399545,,a_P1,0.49608182339333523
,c,-0.0007257972557007863,,c,-0.0007323668520591794,,c,-0.0007390565469593061,,c,-0.000745869336428861,,c,-0.0007528092403884087,,c,-0.0007670835845704587,,c,-0.0007744256647417149,,c,-0.0007819096829257327,,c,-0.0007895397431039773,,c,-0.0007973200932177832
,c_10,0.2408118395030917,,c_10,0.24140778565519477,,c_10,0.24200654385471645,,c_10,0.2426090435968612,,c_10,0.24321537659149156,,c_10,0.24443951851407897,,c_10,0.24505744772225796,,c_10,0.24567934356361731,,c_10,0.24630525199424588,,c_10,0.2469352196373735
,c_15,1.2347168706928452e-06,,c_15,1.2465855015710214e-06,,c_15,1.2586822892132396e-06,,c_15,1.2710403373904139e-06,,c_15,1.2836239627720154e-06,,c_15,1.3095528852478253e-06,,c_15,1.3229186507751054e-06,,c_15,1.3365548109730488e-06,,c_15,1.3504750692107277e-06,,c_15,1.3646892551867677e-06
,c_23,0.013529171391327113,,c_23,0.013610223366150349,,c_23,0.013692256904508315,,c_23,0.013775290336229304,,c_23,0.013859342418267492,,c_23,0.01403057770086571,,c_23,0.014117800369588695,,c_23,0.014206120313161269,,c_23,0.014295558422187684,,c_23,0.01438613580968601
,c_230,0.17826056631614576,,c_230,0.17863932845769867,,c_230,0.1790189196441858,,c_230,0.17940022256053934,,c_230,0.1797830857237451,,c_230,0.18055713658638328,,c_230,0.1809484195092974,,c_230,0.18118999526117827,,c_230,0.18162500354899683,,c_230,0.18204683832922125
,c_4,0.2590077327846341,,c_4,0.2619350769407886,,c_4,0.2649152994975219,,c_4,0.26794734854311214,,c_4,0.27106919278517,,c_4,0.27752685712024033,,c_4,0.28081519698871404,,c_4,0.28419472908846777,,c_4,0.2876564127693568,,c_4,0.2911946283530399
,c_52,1.4199825085052267,,c_52,1.4490834910388541,,c_52,1.4786709644690184,,c_52,1.5087360669371868,,c_52,1.5393103557622565,,c_52,1.6018202628041778,,c_52,1.6337542542180858,,c_52,1.666091543354124,,c_52,1.6988148410713855,,c_52,1.7319619290278248
,c_5a,0.2692642383189406,,c_5a,0.2713848238442476,,c_5a,0.2735391857944831,,c_5a,0.2757281396938054,,c_5a,0.277952529142802,,c_5a,0.28251114454488485,,c_5a,0.28484716538494975,,c_5a,0.2872222884672335,,c_5a,0.28963750066497995,,c_5a,0.2920938284876326
,c_5b,0.5264795389812569,,c_5b,0.5297264603096855,,c_5b,0.5330146711879882,,c_5b,0.5363449814926293,,c_5b,0.539718223570491,,c_5b,0.5465969668972188,,c_5b,0.5501042142078296,,c_5b,0.5536579619409251,,c_5b,0.5572591569704678,,c_5b,0.5609087778146697
,c_8,1.2079496622482302,,c_8,1.2113632965708248,,c_8,1.2147950849949993,,c_8,1.2182450979166906,,c_8,1.2217133447651154,,c_8,1.2287047585722453,,c_8,1.232227953708135,,c_8,1.235769526701419,,c_8,1.2393294874795295,,c_8,1.2429078422090885
,c_9,1.2890746176647798,,c_9,1.2869014119713944,,c_9,1.2847147116008235,,c_9,1.2825066294320713,,c_9,1.2803141069324024,,c_9,1.2759081732300153,,c_9,1.2736648675711615,,c_9,1.2714173639067665,,c_9,1.2691692608066787,,c_9,1.2669135287013114
,c_T,0.0,,c_T,0.0,,c_T,0.0,,c_T,0.0,,c_T,0.0,,c_T,-0.0,,c_T,-0.0,,c_T,-0.0,,c_T,-0.0,,c_T,-0.0
,c_T1,0.09149448674459837,,c_T1,0.0917098020468888,,c_T1,0.09192030807423952,,c_T1,0.09213082716256407,,c_T1,0.09235929927269268,,c_T1,0.09282272013805136,,c_T1,0.0930400025389941,,c_T1,0.09325669878911187,,c_T1,0.0934820042631423,,c_T1,0.09371364224195501
,c_c,-0.0011848647407578254,,c_c,-0.0011949958347224757,,c_c,-0.0012053017462980056,,c_c,-0.0012157868389437647,,c_c,-0.0012264562846941035,,c_c,-0.0012483663218941295,,c_c,-0.0012596177319284863,,c_c,-0.0012710737026571824,,c_c,-0.0012827399119741784,,c_c,-0.0012946222538674228
,d_7,0.003128337538291159,,d_7,0.0031285942480247333,,d_7,0.003128851078893664,,d_7,0.003129108022209046,,d_7,0.0031293653986097934,,d_7,0.003129879155361723,,d_7,0.0031301361872725915,,d_7,0.003130393613064369,,d_7,0.003130650924941477,,d_7,0.003130908335957524
,f_1,0.03920034430373439,,f_1,0.03922152895758121,,f_1,0.03924274091637664,,f_1,0.03926397999264093,,f_1,0.039285246187041066,,f_1,0.039327861373537575,,f_1,0.039349210599041645,,f_1,0.03937058706489159,,f_1,0.03939199082128833,,f_1,0.039413422683243646
,f_2,-5.696419905811514e-05,,f_2,-5.747649420194354e-05,,f_2,-5.799818441776385e-05,,f_2,-5.852911670858645e-05,,f_2,-5.9070296197476304e-05,,f_2,-6.018230817451163e-05,,f_2,-6.075468766215117e-05,,f_2,-6.133772960671598e-05,,f_2,-6.193222344613207e-05,,f_2,-6.253831803173012e-05
,f_4,0.0020990671414617265,,f_4,0.002099186273832496,,f_4,0.002099305371451683,,f_4,0.00209942449486791,,f_4,0.0020995440271734975,,f_4,0.0020997824257247104,,f_4,0.002099901814309502,,f_4,0.002100020975544256,,f_4,0.0021001401282367805,,f_4,0.0021002596179761695
