c_10,-0.20726783424364706,-0.22351816607212502,-0.24203678086678754
a_31,0.43774412204725427,0.4579066650318047,0.4771043885663992
a_23,0.014888173691121314,0.01522453678842519,0.015532471518564963
N_fraca,-0.0022429523649831365,-0.0022260500374122034,-0.0022206428442976146
f_8,-0.027281455066188176,-0.02741064807044827,-0.027530777013816874
sr_3bc,1.5241920931975637,1.6176284312853035,1.7305524739635587
k_14b,-0.0005552116973602506,-0.0004422832758125029,-0.0003256414574941072
sr_3b2,-0.00537432274435334,-0.005491042477215291,-0.005566467754443746
a_2,7.156223468917178e-07,6.955835010383825e-07,6.6751018461945e-07
u_i,-1.4030725095632934,-1.4864388494296876,-1.578319110906367
f_9,0.00027845379617633933,0.00024984768978572787,0.00022301684210746507
w_2,0.001734632189540327,0.001863151032129943,0.002020460710584273
w_3,0.03501397299567212,0.03918295328159779,0.044077373451933875
k_15,1.0912546824660856e-05,1.0492954994811387e-05,1.0094059649002135e-05
u_MA,-0.49705718903970914,-0.5052182614285822,-0.5088689572000116
u_Tcy,-0.00072263743025375,-0.000706078195236853,-0.0006859693127286294
N,1.2852433757035344,1.2402532767157235,1.186100274699768
s_C,1.9957159787819123,1.0644291223952433,0.7415148853980889
k_2,1.1636962632723744,1.095227805157054,1.0196390602184935
sr_P1,-1.8740103941582924,-0.9198954298527885,-0.593553533594996
sr_1b,0.5878416496915893,0.5989249643032094,0.6093512733476351
a_3ac,0.001072104723626179,0.0011599388049513108,0.0012576775001591808
a_32,1.1965930310307222,1.255337648771105,1.321865763313542
a_18,-0.15390227118254943,-0.15739441090843684,-0.1596838844477162
a_7,0.1620271252300341,0.1627793167162711,0.1624410803419101
a_1a,0.0007815685699825877,0.0008018695346487774,0.0008183873439009465
k_4,-0.34287787045248863,-0.34078423905785554,-0.33406776832020174
sr_3b,1.3726079954384844,1.4572453403884773,1.5579614443332952
s_g,0.9148301208655831,0.9596420088694855,1.0053711576005775
u_T80,-0.1614029907116912,-0.16497891408894402,-0.16822861041671325
k_7,-3.3123231751507377e-05,-3.333383136257297e-05,-3.329126205307467e-05
f_1,-0.027213071276499037,-0.02740122321969038,-0.027361686048586607
c,0.00037786701333810454,0.00036636006173601906,0.0003518241200543451
u_T0,-0.3704590416622178,-0.3808579078385564,-0.39091824060171787
a_20,-0.2590784640945763,-0.26642585646687267,-0.27559437788631147
a_5c,0.011216890403870163,0.011313714774622372,0.01139699179116907
s_4,-0.0112167446324066,-0.01134786915297041,-0.011424226482479533
c_5a,-0.12635019524120303,-0.11963026697866848,-0.11112091561097782
sr_C,2.500714859364147,1.3465806456450036,0.9457102268545904
u_MI,0.01963397632848102,0.021338193247347537,0.023443797088986522
u_T1,-1.594313519515015,-1.7105962075702437,-1.8391301911179965
u_i12,-0.46449374381778874,-0.4808574146281811,-0.4979386884431021
